"","log2FoldChange","padj","Factor"
"ko:K10436",-0.64750926395312,0.254451934361362,"Menthol_Menthol_vs_Control"
"ko:K10573",0.136793732646998,0.866924102607156,"Menthol_Menthol_vs_Control"
"ko:K10575",-0.545446904349061,0.479323504234463,"Menthol_Menthol_vs_Control"
"ko:K10576",-0.571043569900669,NA,"Menthol_Menthol_vs_Control"
"ko:K10577",-0.394560859258343,NA,"Menthol_Menthol_vs_Control"
"ko:K10580",-0.669855597457529,0.163822767109059,"Menthol_Menthol_vs_Control"
"ko:K10582",-0.312038437913678,0.74163080030457,"Menthol_Menthol_vs_Control"
"ko:K10583",-1.50087147363188,NA,"Menthol_Menthol_vs_Control"
"ko:K10688",-0.246457355687534,NA,"Menthol_Menthol_vs_Control"
"ko:K10704",-0.601043937743934,0.586845957099501,"Menthol_Menthol_vs_Control"
"ko:K10752",-0.851435407476235,0.359169179894211,"Menthol_Menthol_vs_Control"
"ko:K10949",-0.638460274364913,0.461349155332799,"Menthol_Menthol_vs_Control"
"ko:K10956",0.257202075047297,0.399963600108607,"Menthol_Menthol_vs_Control"
"ko:K11087",-1.01761123227276,NA,"Menthol_Menthol_vs_Control"
"ko:K11088",-0.984248872881049,0.249898096252149,"Menthol_Menthol_vs_Control"
"ko:K11096",-0.992235394784167,NA,"Menthol_Menthol_vs_Control"
"ko:K11098",-0.510912567540115,NA,"Menthol_Menthol_vs_Control"
"ko:K11099",0.931081349064271,NA,"Menthol_Menthol_vs_Control"
"ko:K11130",-1.16854880179525,NA,"Menthol_Menthol_vs_Control"
"ko:K11188",0.343107389663278,0.453932839110518,"Menthol_Menthol_vs_Control"
"ko:K11251",-0.18881386477017,0.774699293397908,"Menthol_Menthol_vs_Control"
"ko:K11252",-0.012479599082291,0.976907203762726,"Menthol_Menthol_vs_Control"
"ko:K11253",-0.290560567646221,0.305802904985839,"Menthol_Menthol_vs_Control"
"ko:K11254",0.389217928016706,NA,"Menthol_Menthol_vs_Control"
"ko:K11279",-0.474182524147252,0.656835039634263,"Menthol_Menthol_vs_Control"
"ko:K11495",-1.25131421313834,NA,"Menthol_Menthol_vs_Control"
"ko:K11584",-0.370598168730072,0.622464202260666,"Menthol_Menthol_vs_Control"
"ko:K11663",0.887051337777777,NA,"Menthol_Menthol_vs_Control"
"ko:K11827",-0.304711318741386,0.790962300967678,"Menthol_Menthol_vs_Control"
"ko:K11968",0.168123067593237,0.868201220726118,"Menthol_Menthol_vs_Control"
"ko:K11980",0.162689194024492,0.868322886773286,"Menthol_Menthol_vs_Control"
"ko:K12158",-0.235868065735477,0.192656495050098,"Menthol_Menthol_vs_Control"
"ko:K12160",-1.30620056666898,0.0583378621839691,"Menthol_Menthol_vs_Control"
"ko:K12162",-1.39846943080847,NA,"Menthol_Menthol_vs_Control"
"ko:K12165",-1.21805719383846,NA,"Menthol_Menthol_vs_Control"
"ko:K12191",-0.0938182358087092,0.91167403471404,"Menthol_Menthol_vs_Control"
"ko:K12194",0.288208565611763,0.798392846273867,"Menthol_Menthol_vs_Control"
"ko:K12197",-0.225505586397427,0.772877324042209,"Menthol_Menthol_vs_Control"
"ko:K12198",-0.288282342195595,0.734380451485928,"Menthol_Menthol_vs_Control"
"ko:K12393",-0.339013638472995,0.74163080030457,"Menthol_Menthol_vs_Control"
"ko:K12394",0.198942803041408,0.868201220726118,"Menthol_Menthol_vs_Control"
"ko:K12398",-0.0170658141875109,NA,"Menthol_Menthol_vs_Control"
"ko:K12399",-0.81888565019585,NA,"Menthol_Menthol_vs_Control"
"ko:K12462",-0.710166895633896,0.206472078091407,"Menthol_Menthol_vs_Control"
"ko:K12581",-0.738660585249285,NA,"Menthol_Menthol_vs_Control"
"ko:K12602",-0.122973097419004,NA,"Menthol_Menthol_vs_Control"
"ko:K12621",-1.23491622943467,NA,"Menthol_Menthol_vs_Control"
"ko:K12622",-1.27539225052841,NA,"Menthol_Menthol_vs_Control"
"ko:K12625",-1.016466264808,NA,"Menthol_Menthol_vs_Control"
"ko:K12668",0.269932404369696,0.693127308406562,"Menthol_Menthol_vs_Control"
"ko:K12669",-0.390637529660579,0.73210555363339,"Menthol_Menthol_vs_Control"
"ko:K12670",0.0322649992319522,0.947990176855176,"Menthol_Menthol_vs_Control"
"ko:K12734",-0.574151792472624,NA,"Menthol_Menthol_vs_Control"
"ko:K12751",0.0395069130559849,0.966001085479007,"Menthol_Menthol_vs_Control"
"ko:K12757",0.113901428235727,0.809697400296152,"Menthol_Menthol_vs_Control"
"ko:K12812",-0.524576205891151,0.355151691768557,"Menthol_Menthol_vs_Control"
"ko:K12823",0.599799745171397,0.1448772938348,"Menthol_Menthol_vs_Control"
"ko:K12826",-0.962198113977697,NA,"Menthol_Menthol_vs_Control"
"ko:K12828",-0.0485595686927741,0.936925574480897,"Menthol_Menthol_vs_Control"
"ko:K12832",-0.418268722393599,NA,"Menthol_Menthol_vs_Control"
"ko:K12833",-0.668878662716544,NA,"Menthol_Menthol_vs_Control"
"ko:K12845",-0.197409606643572,0.867678918044667,"Menthol_Menthol_vs_Control"
"ko:K12859",-0.470209853191034,NA,"Menthol_Menthol_vs_Control"
"ko:K12873",-0.276484844328714,NA,"Menthol_Menthol_vs_Control"
"ko:K12877",-0.755585750399734,0.305802904985839,"Menthol_Menthol_vs_Control"
"ko:K12947",-0.69824815806411,NA,"Menthol_Menthol_vs_Control"
"ko:K12948",1.01831416194796,NA,"Menthol_Menthol_vs_Control"
"ko:K13025",0.228728784351335,0.1448772938348,"Menthol_Menthol_vs_Control"
"ko:K13120",-1.99333447209491,NA,"Menthol_Menthol_vs_Control"
"ko:K13126",-0.0446435046960089,0.868201220726118,"Menthol_Menthol_vs_Control"
"ko:K13176",-1.03902623115032,NA,"Menthol_Menthol_vs_Control"
"ko:K13251",0.133614707048811,0.773831016466048,"Menthol_Menthol_vs_Control"
"ko:K13758",-0.776487542797599,0.299072519373088,"Menthol_Menthol_vs_Control"
"ko:K13785",0.123172390205081,0.772877324042209,"Menthol_Menthol_vs_Control"
"ko:K14286",1.37484155397491,0.54744661912016,"Menthol_Menthol_vs_Control"
"ko:K14324",-1.3932936683328,NA,"Menthol_Menthol_vs_Control"
"ko:K14394",1.04177334700793,NA,"Menthol_Menthol_vs_Control"
"ko:K14397",-0.487925248751256,0.619507094035772,"Menthol_Menthol_vs_Control"
"ko:K14455",0.483384220101166,NA,"Menthol_Menthol_vs_Control"
"ko:K14458",1.21229459539295,0.176339060173403,"Menthol_Menthol_vs_Control"
"ko:K14568",-0.837385751559491,NA,"Menthol_Menthol_vs_Control"
"ko:K14753",0.0429885172556441,0.867678918044667,"Menthol_Menthol_vs_Control"
"ko:K14803",0.112117266663128,NA,"Menthol_Menthol_vs_Control"
"ko:K14963",-0.598355123879478,NA,"Menthol_Menthol_vs_Control"
"ko:K14965",-0.162526927236226,NA,"Menthol_Menthol_vs_Control"
"ko:K15025",-0.822339092721431,NA,"Menthol_Menthol_vs_Control"
"ko:K15028",-0.37053470361173,NA,"Menthol_Menthol_vs_Control"
"ko:K15040",0.369488286879978,0.301004646948143,"Menthol_Menthol_vs_Control"
"ko:K15102",0.0518390097333533,0.868201220726118,"Menthol_Menthol_vs_Control"
"ko:K15103",0.972017424020126,0.254451934361362,"Menthol_Menthol_vs_Control"
"ko:K15423",-0.947581102806484,0.305802904985839,"Menthol_Menthol_vs_Control"
"ko:K15523",0.121113078023685,0.894922186036443,"Menthol_Menthol_vs_Control"
"ko:K15544",0.249504816379404,NA,"Menthol_Menthol_vs_Control"
"ko:K15620",-0.616892629299802,0.434123274797239,"Menthol_Menthol_vs_Control"
"ko:K16185",-0.299890881574591,0.790962300967678,"Menthol_Menthol_vs_Control"
"ko:K16186",0.229336323350713,0.74163080030457,"Menthol_Menthol_vs_Control"
"ko:K16197",-0.277446582639355,0.249220289247855,"Menthol_Menthol_vs_Control"
"ko:K16344",-0.0950445301350207,0.924792812299588,"Menthol_Menthol_vs_Control"
"ko:K16575",-0.00229489524897129,NA,"Menthol_Menthol_vs_Control"
"ko:K16794",-0.979782190046877,0.206472078091407,"Menthol_Menthol_vs_Control"
"ko:K17080",-0.541244531959634,0.425698199016483,"Menthol_Menthol_vs_Control"
"ko:K17081",-0.774619678627171,0.299072519373088,"Menthol_Menthol_vs_Control"
"ko:K17087",-0.0537885913428344,0.930134197058459,"Menthol_Menthol_vs_Control"
"ko:K17093",-0.670831220328061,0.405117226392118,"Menthol_Menthol_vs_Control"
"ko:K17254",0.308835056575423,0.305802904985839,"Menthol_Menthol_vs_Control"
"ko:K17255",0.108362323384532,0.841155653874509,"Menthol_Menthol_vs_Control"
"ko:K17260",-0.202643203958766,0.790962300967678,"Menthol_Menthol_vs_Control"
"ko:K17266",-0.0595361589497478,0.930134197058459,"Menthol_Menthol_vs_Control"
"ko:K17268",0.355107218820751,0.735755993241886,"Menthol_Menthol_vs_Control"
"ko:K17286",0.0541011237843567,0.917837404067893,"Menthol_Menthol_vs_Control"
"ko:K17292",-0.325509839910067,0.77627216230561,"Menthol_Menthol_vs_Control"
"ko:K17497",-0.0927387654983303,0.930134197058459,"Menthol_Menthol_vs_Control"
"ko:K17771",-0.356152182264651,NA,"Menthol_Menthol_vs_Control"
"ko:K17780",-0.338309733935046,NA,"Menthol_Menthol_vs_Control"
"ko:K17795",-0.425600451395529,NA,"Menthol_Menthol_vs_Control"
"ko:K17918",0.343073558367863,0.74163080030457,"Menthol_Menthol_vs_Control"
"ko:K17920",-0.587120530706154,0.249220289247855,"Menthol_Menthol_vs_Control"
"ko:K18041",0.457516578602638,0.451339881943094,"Menthol_Menthol_vs_Control"
"ko:K18211",0.0769438803935756,NA,"Menthol_Menthol_vs_Control"
"ko:K18269",-0.543698973553197,0.655976169857149,"Menthol_Menthol_vs_Control"
"ko:K18466",-0.0796669492584864,0.906160537481258,"Menthol_Menthol_vs_Control"
"ko:K18467",-0.814395715768283,0.255045082448202,"Menthol_Menthol_vs_Control"
"ko:K18584",-0.0198069658458627,0.976736481653439,"Menthol_Menthol_vs_Control"
"ko:K18617",0.118992323793092,0.832804197065912,"Menthol_Menthol_vs_Control"
"ko:K18646",-0.977253650512359,NA,"Menthol_Menthol_vs_Control"
"ko:K19400",-0.513712429484086,0.728994320489516,"Menthol_Menthol_vs_Control"
"ko:K19682",-0.016454756244727,0.976907203762726,"Menthol_Menthol_vs_Control"
"ko:K19765",-0.570156978733793,0.495953325236658,"Menthol_Menthol_vs_Control"
"ko:K19788",-1.7020054307202,NA,"Menthol_Menthol_vs_Control"
"ko:K19931",-0.717326161452891,0.434718179095496,"Menthol_Menthol_vs_Control"
"ko:K19932",0.149842396110464,0.867678918044667,"Menthol_Menthol_vs_Control"
"ko:K20011",-0.644139433535594,0.2627822154152,"Menthol_Menthol_vs_Control"
"ko:K20301",-0.450349948435738,NA,"Menthol_Menthol_vs_Control"
"ko:K20302",0.293829454154196,NA,"Menthol_Menthol_vs_Control"
"ko:K20346",-0.602136325405155,NA,"Menthol_Menthol_vs_Control"
"ko:K20347",-0.435088582120963,0.74163080030457,"Menthol_Menthol_vs_Control"
"ko:K20350",-0.18883396337648,NA,"Menthol_Menthol_vs_Control"
"ko:K20352",-0.461233850062717,0.496527433356587,"Menthol_Menthol_vs_Control"
"ko:K20369",0.142938330325072,0.760215972636305,"Menthol_Menthol_vs_Control"
"ko:K20398",-0.486555807313147,0.671430661119823,"Menthol_Menthol_vs_Control"
"ko:K20399",0.342127741699876,NA,"Menthol_Menthol_vs_Control"
"ko:K20472",0.344409165762731,0.760215972636305,"Menthol_Menthol_vs_Control"
"ko:K20791",1.35730404718052,NA,"Menthol_Menthol_vs_Control"
"ko:K21751",0.137292740692487,NA,"Menthol_Menthol_vs_Control"
"ko:K21870",0.385065868963777,0.772877324042209,"Menthol_Menthol_vs_Control"
"ko:K21891",1.45346071744413,NA,"Menthol_Menthol_vs_Control"
"ko:K22068",-1.29045066780648,0.0794344235653444,"Menthol_Menthol_vs_Control"
"ko:K22071",-0.553668595609234,NA,"Menthol_Menthol_vs_Control"
"ko:K22390",0.292360348338397,0.482755709882794,"Menthol_Menthol_vs_Control"
"ko:K22503",0.0215636744342364,0.959248826810742,"Menthol_Menthol_vs_Control"
"ko:K22556",-0.354614087069521,0.728941572452607,"Menthol_Menthol_vs_Control"
"ko:K22939",1.09095812702431,NA,"Menthol_Menthol_vs_Control"
"ko:K22942",0.770773591948939,0.448161829905824,"Menthol_Menthol_vs_Control"
"ko:K23034",0.411068528295829,0.310587507508964,"Menthol_Menthol_vs_Control"
"ko:K000241",0.323813053813047,0.180109917520065,"Vibrio_Vibrio_vs_Control"
"ko:K000311",-0.198756162571303,0.502476805269531,"Vibrio_Vibrio_vs_Control"
"ko:K001281",-0.440453561861622,0.329688943305228,"Vibrio_Vibrio_vs_Control"
"ko:K001341",0.395954188232852,0.0665094841025878,"Vibrio_Vibrio_vs_Control"
"ko:K001401",-0.1617674108104,0.691702071511932,"Vibrio_Vibrio_vs_Control"
"ko:K002071",-0.658856228041885,0.0760760617502406,"Vibrio_Vibrio_vs_Control"
"ko:K002351",-0.0913552203842422,0.871158636052582,"Vibrio_Vibrio_vs_Control"
"ko:K002491",0.125548699524766,0.833081063870711,"Vibrio_Vibrio_vs_Control"
"ko:K002621",1.77742796318594,0.000384433776021217,"Vibrio_Vibrio_vs_Control"
"ko:K003311",-0.498147291276282,0.575107393439984,"Vibrio_Vibrio_vs_Control"
"ko:K003331",0.116427644136203,0.86325040909129,"Vibrio_Vibrio_vs_Control"
"ko:K003381",0.548300463144604,0.542485022274773,"Vibrio_Vibrio_vs_Control"
"ko:K003571",-0.132229044108467,0.890603090146329,"Vibrio_Vibrio_vs_Control"
"ko:K004111",0.0912183351274544,0.774620036377467,"Vibrio_Vibrio_vs_Control"
"ko:K004131",0.112000044206402,0.890603090146329,"Vibrio_Vibrio_vs_Control"
"ko:K004141",0.79661332198473,0.160425650793293,"Vibrio_Vibrio_vs_Control"
"ko:K004191",0.759022832558424,NA,"Vibrio_Vibrio_vs_Control"
"ko:K004321",-1.86610397596818,0.0118532324894377,"Vibrio_Vibrio_vs_Control"
"ko:K004561",1.30367413613121,0.0100666117542088,"Vibrio_Vibrio_vs_Control"
"ko:K004691",-0.270954181099826,0.636440018986689,"Vibrio_Vibrio_vs_Control"
"ko:K005001",1.58292852781254,0.0803759784839246,"Vibrio_Vibrio_vs_Control"
"ko:K005221",-0.541713708319261,8.92547285779365e-08,"Vibrio_Vibrio_vs_Control"
"ko:K005441",1.9456422457428,0.00259785448773157,"Vibrio_Vibrio_vs_Control"
"ko:K005521",1.5048917552702,0.00259785448773157,"Vibrio_Vibrio_vs_Control"
"ko:K006161",-1.85602199738909,NA,"Vibrio_Vibrio_vs_Control"
"ko:K006431",0.471825441812841,0.32393091422895,"Vibrio_Vibrio_vs_Control"
"ko:K007721",0.432240948491483,0.498633158891716,"Vibrio_Vibrio_vs_Control"
"ko:K007891",0.801234725216198,0.0746196613069529,"Vibrio_Vibrio_vs_Control"
"ko:K007991",-0.117098589933352,0.812579864318424,"Vibrio_Vibrio_vs_Control"
"ko:K008141",0.869108691904671,0.0892641215010084,"Vibrio_Vibrio_vs_Control"
"ko:K008191",0.0982373969942605,0.814314556757159,"Vibrio_Vibrio_vs_Control"
"ko:K008561",-0.483242852780396,0.55075052963277,"Vibrio_Vibrio_vs_Control"
"ko:K009271",1.21206097110659,0.138852599908832,"Vibrio_Vibrio_vs_Control"
"ko:K009331",0.335357669217794,0.503558340890185,"Vibrio_Vibrio_vs_Control"
"ko:K009391",-0.281635347058069,0.497890758643563,"Vibrio_Vibrio_vs_Control"
"ko:K009401",-0.111020685683083,0.744789344029905,"Vibrio_Vibrio_vs_Control"
"ko:K009421",0.827738334071137,NA,"Vibrio_Vibrio_vs_Control"
"ko:K009661",1.86460244170247,NA,"Vibrio_Vibrio_vs_Control"
"ko:K009671",-0.620869493958372,0.0100666117542088,"Vibrio_Vibrio_vs_Control"
"ko:K010701",-0.000108521395309626,0.999816618061584,"Vibrio_Vibrio_vs_Control"
"ko:K010741",-0.531157693322199,0.256813191844033,"Vibrio_Vibrio_vs_Control"
"ko:K012061",-0.256845163231386,0.551859766398431,"Vibrio_Vibrio_vs_Control"
"ko:K012511",-0.633681403611161,0.00558353319206956,"Vibrio_Vibrio_vs_Control"
"ko:K013631",0.0369444010660984,0.92464434504936,"Vibrio_Vibrio_vs_Control"
"ko:K013651",0.313136288997226,0.339193155318534,"Vibrio_Vibrio_vs_Control"
"ko:K013791",-0.27206793002228,0.526840272603901,"Vibrio_Vibrio_vs_Control"
"ko:K014311",0.331594316622914,NA,"Vibrio_Vibrio_vs_Control"
"ko:K015271",-0.200358080868624,0.348363153786368,"Vibrio_Vibrio_vs_Control"
"ko:K015511",-1.18689069697881,NA,"Vibrio_Vibrio_vs_Control"
"ko:K015551",1.46452325520582,NA,"Vibrio_Vibrio_vs_Control"
"ko:K015961",3.15898570803515,2.56991306946224e-35,"Vibrio_Vibrio_vs_Control"
"ko:K016231",0.70821484430682,0.0157568060942944,"Vibrio_Vibrio_vs_Control"
"ko:K016471",0.4085598690393,0.439713899024981,"Vibrio_Vibrio_vs_Control"
"ko:K016811",0.675788214858276,0.254388380061722,"Vibrio_Vibrio_vs_Control"
"ko:K016891",0.621514917114534,0.207197232919046,"Vibrio_Vibrio_vs_Control"
"ko:K016971",-0.344251741158368,0.139371528656841,"Vibrio_Vibrio_vs_Control"
"ko:K017241",0.589379733272009,0.551859766398431,"Vibrio_Vibrio_vs_Control"
"ko:K017581",-0.277301424869466,0.478324971558477,"Vibrio_Vibrio_vs_Control"
"ko:K018031",-0.801634142986195,0.413976941374119,"Vibrio_Vibrio_vs_Control"
"ko:K018661",1.13623588322723,0.0665094841025878,"Vibrio_Vibrio_vs_Control"
"ko:K018751",0.0555045508401786,0.939130532995436,"Vibrio_Vibrio_vs_Control"
"ko:K018811",0.467617483312699,0.26837795255889,"Vibrio_Vibrio_vs_Control"
"ko:K018891",0.113322930199595,0.814314556757159,"Vibrio_Vibrio_vs_Control"
"ko:K018901",0.284623339641674,0.598186789097719,"Vibrio_Vibrio_vs_Control"
"ko:K018921",1.16770897817036,0.0293162673224456,"Vibrio_Vibrio_vs_Control"
"ko:K018931",1.19115390091436,0.00707063712770406,"Vibrio_Vibrio_vs_Control"
"ko:K019151",1.11764595019649,0.0108066865835568,"Vibrio_Vibrio_vs_Control"
"ko:K019531",0.758825167959433,0.108937424314813,"Vibrio_Vibrio_vs_Control"
"ko:K020781",0.470941672238166,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021051",0.45988229831057,0.135849010057279,"Vibrio_Vibrio_vs_Control"
"ko:K021111",0.559864443140446,0.129529764632879,"Vibrio_Vibrio_vs_Control"
"ko:K021121",0.256545955001472,0.478324971558477,"Vibrio_Vibrio_vs_Control"
"ko:K021281",0.213718915982528,0.568641860150516,"Vibrio_Vibrio_vs_Control"
"ko:K021361",0.133439220334812,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K021461",0.716396612507753,0.441694657982028,"Vibrio_Vibrio_vs_Control"
"ko:K021491",0.301780638586162,0.756555450424885,"Vibrio_Vibrio_vs_Control"
"ko:K021501",-0.240642967706137,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K021511",0.00230547240949077,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021521",0.611119817176699,0.509024496372665,"Vibrio_Vibrio_vs_Control"
"ko:K021551",0.601398005025962,0.207197232919046,"Vibrio_Vibrio_vs_Control"
"ko:K021831",-0.163565795702352,0.46212215523242,"Vibrio_Vibrio_vs_Control"
"ko:K022191",-0.4287106181445,NA,"Vibrio_Vibrio_vs_Control"
"ko:K022561",1.07820820766674,0.138852599908832,"Vibrio_Vibrio_vs_Control"
"ko:K022641",0.018214309251866,0.978725558338739,"Vibrio_Vibrio_vs_Control"
"ko:K022671",-0.116096178489059,0.835496416252152,"Vibrio_Vibrio_vs_Control"
"ko:K024371",-0.148411627940608,NA,"Vibrio_Vibrio_vs_Control"
"ko:K025031",0.0995709322930457,NA,"Vibrio_Vibrio_vs_Control"
"ko:K026351",-0.0266179279735727,0.981595749305681,"Vibrio_Vibrio_vs_Control"
"ko:K027031",-0.27019879707494,0.84104054747086,"Vibrio_Vibrio_vs_Control"
"ko:K027041",-0.400540288474773,0.772214806270519,"Vibrio_Vibrio_vs_Control"
"ko:K027051",-0.722972775090176,0.58652915999177,"Vibrio_Vibrio_vs_Control"
"ko:K027061",-0.274459831883671,0.829361365625836,"Vibrio_Vibrio_vs_Control"
"ko:K027251",1.02326253502106,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027261",0.555354102485465,0.598186789097719,"Vibrio_Vibrio_vs_Control"
"ko:K027281",0.288576280328909,0.754727234969347,"Vibrio_Vibrio_vs_Control"
"ko:K027291",0.494626808262911,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027301",1.88716805661145,0.0428918952691522,"Vibrio_Vibrio_vs_Control"
"ko:K027311",0.652368986863831,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027321",0.192703771133635,0.824624050695311,"Vibrio_Vibrio_vs_Control"
"ko:K027341",1.03677059114713,0.219834968145481,"Vibrio_Vibrio_vs_Control"
"ko:K027381",2.06794827481642,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027391",0.731868380148326,0.48544462791239,"Vibrio_Vibrio_vs_Control"
"ko:K027401",0.671626093464555,0.551859766398431,"Vibrio_Vibrio_vs_Control"
"ko:K028651",-0.112809102630269,0.616828540785228,"Vibrio_Vibrio_vs_Control"
"ko:K028661",-0.144201026674625,0.38475086093749,"Vibrio_Vibrio_vs_Control"
"ko:K028681",0.0324047122861214,0.875406669538636,"Vibrio_Vibrio_vs_Control"
"ko:K028701",0.0866120210827535,0.636440018986689,"Vibrio_Vibrio_vs_Control"
"ko:K028721",-0.146557240091915,0.542485022274773,"Vibrio_Vibrio_vs_Control"
"ko:K028731",-0.15649958906236,0.401524169517779,"Vibrio_Vibrio_vs_Control"
"ko:K028771",-0.425139582402345,0.0293162673224456,"Vibrio_Vibrio_vs_Control"
"ko:K028801",-0.225389533993846,0.48713250898402,"Vibrio_Vibrio_vs_Control"
"ko:K028821",0.0510205047940589,0.813094002281104,"Vibrio_Vibrio_vs_Control"
"ko:K028831",-0.222396786777503,0.20280616358333,"Vibrio_Vibrio_vs_Control"
"ko:K028851",-0.064248357348287,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K028891",-0.331254044544674,0.132052946142546,"Vibrio_Vibrio_vs_Control"
"ko:K028911",-0.221373431273121,0.491811392413525,"Vibrio_Vibrio_vs_Control"
"ko:K028931",-0.0120212913623547,0.949301973257103,"Vibrio_Vibrio_vs_Control"
"ko:K028941",-0.429148460481018,0.160425650793293,"Vibrio_Vibrio_vs_Control"
"ko:K028961",-0.388306108416528,0.0504069942588967,"Vibrio_Vibrio_vs_Control"
"ko:K028981",-0.12595435676782,0.65880220776943,"Vibrio_Vibrio_vs_Control"
"ko:K029001",-0.166431194319673,0.50072654695464,"Vibrio_Vibrio_vs_Control"
"ko:K029011",-0.142318509672684,0.501690077178247,"Vibrio_Vibrio_vs_Control"
"ko:K029051",-0.197693953372892,0.491240645102423,"Vibrio_Vibrio_vs_Control"
"ko:K029081",0.0343595218697361,0.890603090146329,"Vibrio_Vibrio_vs_Control"
"ko:K029101",-0.0523402219059359,0.813094002281104,"Vibrio_Vibrio_vs_Control"
"ko:K029121",-0.106248061436861,0.691702071511932,"Vibrio_Vibrio_vs_Control"
"ko:K029151",-0.02247897934161,0.92464434504936,"Vibrio_Vibrio_vs_Control"
"ko:K029171",-0.138325237064127,0.58652915999177,"Vibrio_Vibrio_vs_Control"
"ko:K029181",-0.350285213244055,0.169175262352766,"Vibrio_Vibrio_vs_Control"
"ko:K029201",-0.0951066606873158,0.797493399028664,"Vibrio_Vibrio_vs_Control"
"ko:K029211",-0.27716873157704,0.471929612236221,"Vibrio_Vibrio_vs_Control"
"ko:K029221",-0.172549712792523,0.644815573565408,"Vibrio_Vibrio_vs_Control"
"ko:K029231",-0.185112056385713,0.55726574025359,"Vibrio_Vibrio_vs_Control"
"ko:K029241",-0.105111657040875,0.774620036377467,"Vibrio_Vibrio_vs_Control"
"ko:K029251",-0.234773673915556,0.339193155318534,"Vibrio_Vibrio_vs_Control"
"ko:K029291",-0.155009171894484,0.526840272603901,"Vibrio_Vibrio_vs_Control"
"ko:K029301",-0.218954171643821,0.160425650793293,"Vibrio_Vibrio_vs_Control"
"ko:K029321",-0.120898628425342,0.497890758643563,"Vibrio_Vibrio_vs_Control"
"ko:K029361",-0.226639634733796,0.478324971558477,"Vibrio_Vibrio_vs_Control"
"ko:K029371",-0.417458504425213,0.0100666117542088,"Vibrio_Vibrio_vs_Control"
"ko:K029381",-0.380783376900542,0.0293162673224456,"Vibrio_Vibrio_vs_Control"
"ko:K029401",-0.437353717943479,0.030344277589058,"Vibrio_Vibrio_vs_Control"
"ko:K029411",-0.125487564158167,0.502476805269531,"Vibrio_Vibrio_vs_Control"
"ko:K029471",-0.0615143743251153,0.756555450424885,"Vibrio_Vibrio_vs_Control"
"ko:K029491",-0.153115605052797,0.55075052963277,"Vibrio_Vibrio_vs_Control"
"ko:K029511",-0.0496388200405356,0.808116373778105,"Vibrio_Vibrio_vs_Control"
"ko:K029531",-0.389149840807235,0.129529764632879,"Vibrio_Vibrio_vs_Control"
"ko:K029551",-0.335180056331545,0.160425650793293,"Vibrio_Vibrio_vs_Control"
"ko:K029571",-0.262994995084403,0.160425650793293,"Vibrio_Vibrio_vs_Control"
"ko:K029581",-0.289617833490355,0.192845126807485,"Vibrio_Vibrio_vs_Control"
"ko:K029601",-0.21444910858757,0.478324971558477,"Vibrio_Vibrio_vs_Control"
"ko:K029621",-0.22514224597305,0.353172248857467,"Vibrio_Vibrio_vs_Control"
"ko:K029641",-0.0336747138478695,0.890603090146329,"Vibrio_Vibrio_vs_Control"
"ko:K029661",-0.226155980711428,0.403837961989337,"Vibrio_Vibrio_vs_Control"
"ko:K029691",-0.159600070035556,0.478324971558477,"Vibrio_Vibrio_vs_Control"
"ko:K029711",-0.10924867132532,0.711394458869489,"Vibrio_Vibrio_vs_Control"
"ko:K029731",-0.371939133575463,0.153606728167593,"Vibrio_Vibrio_vs_Control"
"ko:K029741",-0.288195763875967,0.225395008878043,"Vibrio_Vibrio_vs_Control"
"ko:K029751",-0.413011383326998,0.069618441450489,"Vibrio_Vibrio_vs_Control"
"ko:K029761",-0.118142461219975,0.654332935031275,"Vibrio_Vibrio_vs_Control"
"ko:K029781",-0.0553145851193406,0.84104054747086,"Vibrio_Vibrio_vs_Control"
"ko:K029791",-0.191288180884842,0.568641860150516,"Vibrio_Vibrio_vs_Control"
"ko:K029801",0.162306658130469,0.695475685720079,"Vibrio_Vibrio_vs_Control"
"ko:K029811",-0.0523859370138209,0.774620036377467,"Vibrio_Vibrio_vs_Control"
"ko:K029831",0.105723596114119,0.731529964177291,"Vibrio_Vibrio_vs_Control"
"ko:K029841",-0.119451851317836,0.497890758643563,"Vibrio_Vibrio_vs_Control"
"ko:K029851",-0.153835401410292,0.491811392413525,"Vibrio_Vibrio_vs_Control"
"ko:K029871",-0.150224961973781,0.441694657982028,"Vibrio_Vibrio_vs_Control"
"ko:K029911",-0.19331564786334,0.497890758643563,"Vibrio_Vibrio_vs_Control"
"ko:K029921",-0.116052527474397,0.551859766398431,"Vibrio_Vibrio_vs_Control"
"ko:K029931",-0.138887265316439,0.502615018623687,"Vibrio_Vibrio_vs_Control"
"ko:K029951",-0.181937216942522,0.364422864338627,"Vibrio_Vibrio_vs_Control"
"ko:K029971",-0.18316801437921,0.270286514820225,"Vibrio_Vibrio_vs_Control"
